fig_id,fig_fn,fw,fh,vscore,hscore,vrange,hrange,vfreq,hfreq,x,y,x2,y2,xc,yc,w,h,xp,yp,x2p,y2p,xcp,ycp,wp,hp,aspect,ang,quad,bw,bh,bwp,bhp,u,v,u2,v2,uc,vc,du,dv,adu,adv,rad,text,type
academic-0000,../data/academic/C02-1083-Figure-7-3x.png,780,384,0.444444444444,0.111111111111,0.591796875,0.0,0.6699669967,0.0,103.5,85.5,142.0,118.0,122.75,101.75,38.5,32.5,0.132692307692,0.22265625,0.182051282051,0.307291666667,0.157371794872,0.264973958333,0.049358974359,0.0846354166667,0.0735773685296,-0.896334650291,0.0,734.5,376.0,0.941666666667,0.979166666667,0.13070115725,0.199468085106,0.183117767189,0.285904255319,0.156909462219,0.242686170213,-0.7385976855,-0.601063829787,0.7385976855,0.601063829787,0.952262709815,95,y-axis-label
academic-0000,../data/academic/C02-1083-Figure-7-3x.png,780,384,0.444444444444,0.111111111111,0.591796875,0.0,0.6699669967,0.0,103.5,162.0,142.0,196.0,122.75,179.0,38.5,34.0,0.132692307692,0.421875,0.182051282051,0.510416666667,0.157371794872,0.466145833333,0.049358974359,0.0885416666667,0.0539818124662,-0.984528458947,0.0,734.5,376.0,0.941666666667,0.979166666667,0.13070115725,0.402925531915,0.183117767189,0.49335106383,0.156909462219,0.448138297872,-0.7385976855,-0.19414893617,0.7385976855,0.19414893617,0.76368864758,90,y-axis-label
academic-0000,../data/academic/C02-1083-Figure-7-3x.png,780,384,0.444444444444,0.111111111111,0.591796875,0.0,0.6699669967,0.0,103.5,237.0,142.0,271.0,122.75,254.0,38.5,34.0,0.132692307692,0.6171875,0.182051282051,0.705729166667,0.157371794872,0.661458333333,0.049358974359,0.0885416666667,0.0539818124662,0.927438087766,3.0,734.5,376.0,0.941666666667,0.979166666667,0.13070115725,0.602393617021,0.183117767189,0.692819148936,0.156909462219,0.647606382979,-0.7385976855,0.385638297872,0.7385976855,0.385638297872,0.833212720626,85,y-axis-label
academic-0000,../data/academic/C02-1083-Figure-7-3x.png,780,384,0.111111111111,0.333333333333,0.0,0.521153846154,0.0,0.4963099631,193.5,288.0,337.0,320.5,265.25,304.25,143.5,32.5,0.248076923077,0.75,0.432051282051,0.834635416667,0.340064102564,0.792317708333,0.183974358974,0.0846354166667,0.644968540091,0.766772954717,3.0,734.5,376.0,0.941666666667,0.979166666667,0.253233492172,0.738031914894,0.448604492852,0.824468085106,0.350918992512,0.78125,-0.493533015657,0.648936170213,0.493533015657,0.648936170213,0.815287060215,2.65-3.99,x-axis-label
academic-0000,../data/academic/C02-1083-Figure-7-3x.png,780,384,0.222222222222,0.333333333333,0.169921875,0.521153846154,0.0,0.5036900369,399.0,288.0,541.0,320.5,470.0,304.25,142.0,32.5,0.511538461538,0.75,0.69358974359,0.834635416667,0.602564102564,0.792317708333,0.182051282051,0.0846354166667,0.640404983404,0.302904014131,2.0,734.5,376.0,0.941666666667,0.979166666667,0.533015656909,0.738031914894,0.726344452008,0.824468085106,0.629680054459,0.78125,0.452688904016,0.648936170213,0.452688904016,0.648936170213,0.791230305809,4.00-5.99,x-axis-label
academic-0000,../data/academic/C02-1083-Figure-7-3x.png,780,384,0.111111111111,0.333333333333,0.0,0.521153846154,0.0,0.5036900369,601.5,288.0,742.0,320.5,671.75,304.25,140.5,32.5,0.771153846154,0.75,0.951282051282,0.834635416667,0.861217948718,0.792317708333,0.180128205128,0.0846354166667,0.635792963262,0.120680431387,2.0,734.5,376.0,0.941666666667,0.979166666667,0.808713410483,0.738031914894,1.0,0.824468085106,0.904356705242,0.78125,1.0,0.648936170213,1.0,0.648936170213,1.19210660304,6.00-Top,x-axis-label
academic-0000,../data/academic/C02-1083-Figure-7-3x.png,780,384,0.222222222222,0.111111111111,0.169921875,0.0,0.0,0.0,406.5,352.5,530.5,386.5,468.5,369.5,124.0,34.0,0.521153846154,0.91796875,0.680128205128,1.00651041667,0.600641025641,0.962239583333,0.158974358974,0.0885416666667,0.56194276812,0.367457893246,2.0,734.5,376.0,0.941666666667,0.979166666667,0.54322668482,0.909574468085,0.712049012934,1.0,0.627637848877,0.954787234043,0.424098025868,1.0,0.424098025868,1.0,1.08621320906,C-value,x-axis-title
academic-0000,../data/academic/C02-1083-Figure-7-3x.png,780,384,0.111111111111,0.111111111111,0.0,0.0,0.0,0.0,7.5,63.0,40.0,211.0,23.75,137.0,32.5,148.0,0.00961538461538,0.1640625,0.0512820512821,0.549479166667,0.0304487179487,0.356770833333,0.0416666666667,0.385416666667,-0.658378354416,-0.952553735245,0.0,734.5,376.0,0.941666666667,0.979166666667,0.0,0.139627659574,0.0442477876106,0.533244680851,0.0221238938053,0.336436170213,-1.0,-0.720744680851,1.0,0.720744680851,1.23266901274,precision,y-axis-title
academic-0000,../data/academic/C02-1083-Figure-7-3x.png,780,384,0.444444444444,0.111111111111,0.591796875,0.0,0.6699669967,0.0,87.0,10.5,142.0,43.0,114.5,26.75,55.0,32.5,0.111538461538,0.02734375,0.182051282051,0.111979166667,0.146794871795,0.0696614583333,0.0705128205128,0.0846354166667,0.228479328515,-0.828021611344,0.0,734.5,376.0,0.941666666667,0.979166666667,0.108236895848,0.0,0.183117767189,0.0864361702128,0.145677331518,0.0432180851064,-0.783526208305,-1.0,0.783526208305,1.0,1.27039888189,100,y-axis-label
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.181818181818,0.0454545454545,0.953183520599,0.0,0.0373280943026,0.0,207.0,7.5,806.5,35.5,506.75,21.5,599.5,28.0,0.219047619048,0.00936329588015,0.853439153439,0.0443196004994,0.536243386243,0.0268414481898,0.634391534392,0.0349563046192,1.33063115609,-0.47131245291,1.0,805.0,791.5,0.851851851852,0.988139825218,0.249689440994,0.0,0.994409937888,0.0353758686039,0.622049689441,0.017687934302,0.988819875776,-1.0,0.988819875776,1.0,1.40633024099,Percentage of successful queries Vs query length,title
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.409090909091,0.0454545454545,0.852059925094,0.0,0.874725274725,0.0,34.5,39.0,68.5,67.0,51.5,53.0,34.0,28.0,0.0365079365079,0.0486891385768,0.0724867724868,0.083645443196,0.0544973544974,0.0661672908864,0.0359788359788,0.0349563046192,0.0843208857,-0.780351113239,0.0,805.0,791.5,0.851851851852,0.988139825218,0.0354037267081,0.0397978521794,0.0776397515528,0.0751737207833,0.0565217391304,0.0574857864814,-0.929192546584,-0.920404295641,0.929192546584,0.920404295641,1.30787723279,80,y-axis-label
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.0454545454545,0.0454545454545,0.0,0.0,0.0,0.0,6.0,189.0,34.0,592.0,20.0,390.5,28.0,403.0,0.00634920634921,0.23595505618,0.0359788359788,0.739076154806,0.021164021164,0.487515605493,0.0296296296296,0.503121098627,-1.1581470148,-0.99296667222,0.0,805.0,791.5,0.851851851852,0.988139825218,0.0,0.229311433986,0.0347826086957,0.738471257107,0.0173913043478,0.483891345546,-1.0,-0.541377132028,1.0,0.541377132028,1.13714080003,Percentage of successful queries,y-axis-title
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.409090909091,0.0454545454545,0.852059925094,0.0,0.874725274725,0.0,34.5,124.5,68.5,152.5,51.5,138.5,34.0,28.0,0.0365079365079,0.15543071161,0.0724867724868,0.19038701623,0.0544973544974,0.17290886392,0.0359788359788,0.0349563046192,0.0843208857,-0.822804710859,0.0,805.0,791.5,0.851851851852,0.988139825218,0.0354037267081,0.147820593809,0.0776397515528,0.183196462413,0.0565217391304,0.165508528111,-0.929192546584,-0.704358812382,0.929192546584,0.704358812382,1.1659846162,70,y-axis-label
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.409090909091,0.0454545454545,0.852059925094,0.0,0.875824175824,0.0,34.5,210.0,68.5,238.0,51.5,224.0,34.0,28.0,0.0365079365079,0.262172284644,0.0724867724868,0.297128589263,0.0544973544974,0.279650436954,0.0359788359788,0.0349563046192,0.0843208857,-0.873636801306,0.0,805.0,791.5,0.851851851852,0.988139825218,0.0354037267081,0.255843335439,0.0776397515528,0.291219204043,0.0565217391304,0.273531269741,-0.929192546584,-0.488313329122,0.929192546584,0.488313329122,1.04968980943,60,y-axis-label
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.409090909091,0.0454545454545,0.852059925094,0.0,0.875824175824,0.0,34.5,295.5,68.5,322.0,51.5,308.75,34.0,26.5,0.0365079365079,0.368913857678,0.0724867724868,0.401997503121,0.0544973544974,0.3854556804,0.0359788359788,0.0330836454432,0.108233043105,-0.931697591216,0.0,805.0,791.5,0.851851851852,0.988139825218,0.0354037267081,0.363866077069,0.0776397515528,0.397346809855,0.0565217391304,0.380606443462,-0.929192546584,-0.272267845862,0.929192546584,0.272267845862,0.968260589158,50,y-axis-label
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.409090909091,0.0454545454545,0.852059925094,0.0,0.874725274725,0.0,34.5,381.0,68.5,407.5,51.5,394.25,34.0,26.5,0.0365079365079,0.475655430712,0.0724867724868,0.508739076155,0.0544973544974,0.492197253433,0.0359788359788,0.0330836454432,0.108233043105,-0.995274844048,0.0,805.0,791.5,0.851851851852,0.988139825218,0.0354037267081,0.471888818699,0.0776397515528,0.505369551485,0.0565217391304,0.488629185092,-0.929192546584,-0.0562223626027,0.929192546584,0.0562223626027,0.930891907089,40,y-axis-label
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.409090909091,0.0454545454545,0.852059925094,0.0,0.874725274725,0.0,34.5,466.5,68.5,493.0,51.5,479.75,34.0,26.5,0.0365079365079,0.582397003745,0.0724867724868,0.615480649189,0.0544973544974,0.598938826467,0.0359788359788,0.0330836454432,0.108233043105,0.940773695142,3.0,805.0,791.5,0.851851851852,0.988139825218,0.0354037267081,0.579911560328,0.0776397515528,0.613392293114,0.0565217391304,0.596651926721,-0.929192546584,0.226784586229,0.929192546584,0.226784586229,0.956467478369,30,y-axis-label
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.409090909091,0.0454545454545,0.852059925094,0.0,0.875824175824,0.0,34.5,552.0,68.5,578.5,51.5,565.25,34.0,26.5,0.0365079365079,0.689138576779,0.0724867724868,0.722222222222,0.0544973544974,0.705680399501,0.0359788359788,0.0330836454432,0.108233043105,0.8812671938,3.0,805.0,791.5,0.851851851852,0.988139825218,0.0354037267081,0.687934301958,0.0776397515528,0.721415034744,0.0565217391304,0.704674668351,-0.929192546584,0.442830069488,0.929192546584,0.442830069488,1.02931883256,20,y-axis-label
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.409090909091,0.0454545454545,0.852059925094,0.0,0.875824175824,0.0,34.5,636.0,68.5,664.0,51.5,650.0,34.0,28.0,0.0365079365079,0.794007490637,0.0724867724868,0.828963795256,0.0544973544974,0.811485642946,0.0359788359788,0.0349563046192,0.0843208857,0.829708149025,3.0,805.0,791.5,0.851851851852,0.988139825218,0.0354037267081,0.79406190777,0.0776397515528,0.829437776374,0.0565217391304,0.811749842072,-0.929192546584,0.658875552748,0.929192546584,0.658875552748,1.13908550278,10,y-axis-label
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.409090909091,0.0454545454545,0.852059925094,0.0,0.874725274725,0.0,49.5,721.5,68.5,749.5,59.0,735.5,19.0,28.0,0.052380952381,0.90074906367,0.0724867724868,0.93570536829,0.0624338624339,0.91822721598,0.0201058201058,0.0349563046192,-0.168404430389,0.783261607952,3.0,805.0,791.5,0.851851851852,0.988139825218,0.0540372670807,0.9020846494,0.0776397515528,0.937460518004,0.0658385093168,0.919772583702,-0.891925465839,0.874921036008,0.891925465839,0.874921036008,1.24940700169,0,y-axis-label
academic-0001,../data/academic/C02-1161-Figure-3-3x.png,945,801,0.0454545454545,0.454545454545,0.0,0.688095238095,0.0,0.886966551326,135.0,742.5,152.5,770.5,143.75,756.5,17.5,28.0,0.142857142857,0.926966292135,0.161375661376,0.961922596754,0.152116402116,0.944444444444,0.0185185185185,0.0349563046192,-0.204119982656,0.737339365007,3.0,805.0,791.5,0.851851851852,0.988139825218,0.160248447205,0.928616550853,0.18198757764,0.963992419457,0.171118012422,0.946304485155,-0.67950310559,0.927984838913,0.67950310559,0.927984838913,1.15016534975,3,x-axis-label
